,Text,Lemma,POS,Tag,Dep,Shape,Is_Alpha,Is_Stop
0,46,46,NUM,NUM,nummod,dd,False,False
1,Pascal,pascal,NOUN,NOUN,ROOT,Xxxxx,True,False
2,Attinger,Attinger,X,X,nummod,Xxxxx,True,False
3,tablets,tablet,NOUN,NOUN,ROOT,xxxx,True,False
4,in,in,X,X,amod,xx,True,False
5,the,the,X,X,amod,xxx,True,False
6,collections,collecter,VERB,VERB,acl,xxxx,True,False
7,of,of,X,X,case,xx,True,False
8,the,the,X,X,parataxis,xxx,True,False
9,Oriental,Oriental,PROPN,PROPN,obj,Xxxxx,True,False
10,Institute,Institute,PROPN,PROPN,flat:name,Xxxxx,True,False
11,",",",",PUNCT,PUNCT,punct,",",False,False
12,Univ,Univ,PROPN,PROPN,obl:mod,Xxxx,True,False
13,.,.,PUNCT,PUNCT,punct,.,False,False
14,of,of,ADP,ADP,dep,xx,True,False
15,Chicago,Chicago,PROPN,PROPN,ROOT,Xxxxx,True,False
16,  ,  ,SPACE,SPACE,dep,  ,False,False
17,propos,propos,NOUN,NOUN,nmod,xxxx,True,False
18,de,de,ADP,ADP,case,xx,True,True
19,AK,ak,NOUN,NOUN,nmod,XX,True,False
20,«,«,NUM,NUM,punct,«,False,False
21,faire»1,faire»1,NOUN,NOUN,nmod,xxxx»d,False,False
22,(,(,PUNCT,PUNCT,punct,(,False,False
23,I,i,NOUN,NOUN,appos,X,True,True
24,),),PUNCT,PUNCT,punct,),False,False
25,par,par,ADP,ADP,case,xxx,True,True
26,Pascal,Pascal,PROPN,PROPN,nmod,Xxxxx,True,False
27,Attinger,Attinger,PROPN,PROPN,dep,Xxxxx,True,False
28,–,–,NOUN,NOUN,nmod,–,False,False
29,Berne,Berne,PROPN,PROPN,flat:name,Xxxxx,True,False
30,Ces,ce,DET,DET,det,Xxx,True,True
31,pages,page,NOUN,NOUN,nsubj:pass,xxxx,True,False
32,sont,être,AUX,AUX,aux:pass,xxxx,True,True
33,consacrées,consacrer,VERB,VERB,ROOT,xxxx,True,False
34,à,à,ADP,ADP,case,x,True,True
35,une,un,DET,DET,det,xxx,True,True
36,étude,étude,NOUN,NOUN,obl:arg,xxxx,True,False
37,de,de,ADP,ADP,case,xx,True,True
38,ak,ak,ADP,ADP,det,xx,True,False
39,«,«,NOUN,NOUN,nmod,«,False,False
40,faire,faire,VERB,VERB,amod,xxxx,True,False
41,»,»,PUNCT,PUNCT,punct,»,False,False
42,.,.,PUNCT,PUNCT,punct,.,False,False
43,Après,après,ADP,ADP,case,Xxxxx,True,True
44,une,un,DET,DET,det,xxx,True,True
45,discussion,discussion,NOUN,NOUN,obl:mod,xxxx,True,False
46,du,de,ADP,ADP,case,xx,True,True
47,paradigme,paradigme,NOUN,NOUN,nmod,xxxx,True,False
48,paradigme,paradigme,VERB,VERB,amod,xxxx,True,False
49,(,(,PUNCT,PUNCT,punct,(,False,False
50,2,2,NUM,NUM,nummod,d,False,False
51,),),PUNCT,PUNCT,punct,),False,False
52,et,et,CCONJ,CCONJ,cc,xx,True,True
53,des,de,ADP,ADP,case,xxx,True,True
54,graphies,graphie,NOUN,NOUN,conj,xxxx,True,False
55,(,(,PUNCT,PUNCT,punct,(,False,False
56,non-)standard,non-)standard,PROPN,PROPN,appos,xxx-)xxxx,False,False
57,et,et,CCONJ,CCONJ,cc,xx,True,True
58,gloses,glose,NOUN,NOUN,conj,xxxx,True,False
59,de,de,ADP,ADP,case,xx,True,True
60,lecture,lecture,NOUN,NOUN,nmod,xxxx,True,False
61,de,de,ADP,ADP,case,xx,True,True
62,ak,ak,NOUN,NOUN,nmod,xx,True,False
63,(,(,PUNCT,PUNCT,punct,(,False,False
64,3,3,NUM,NUM,appos,d,False,False
65,),),PUNCT,PUNCT,punct,),False,False
66,",",",",PUNCT,PUNCT,punct,",",False,False
67,le,le,DET,DET,det,xx,True,True
68,lecteur,lecteur,NOUN,NOUN,nsubj,xxxx,True,False
69,trouvera,trouver,VERB,VERB,ROOT,xxxx,True,False
70,quelques,quelque,DET,DET,det,xxxx,True,True
71,ajouts,ajout,NOUN,NOUN,obj,xxxx,True,False
72,et,et,CCONJ,CCONJ,cc,xx,True,True
73,corrections,correction,NOUN,NOUN,conj,xxxx,True,False
74,au,au,ADP,ADP,case,xx,True,True
75,The,The,X,X,dep,Xxx,True,False
76,Sumerian,Sumerian,X,X,flat:name,Xxxxx,True,False
77,Dictionary,Dictionary,PROPN,PROPN,flat:foreign,Xxxxx,True,False
78,of,of,X,X,dep,xx,True,False
79,the,the,X,X,parataxis,xxx,True,False
80,University,University,X,X,flat:foreign,Xxxxx,True,False
81,Museum,Museum,PROPN,PROPN,flat:name,Xxxxx,True,False
82,of,of,X,X,case,xx,True,False
83,the,the,X,X,advcl,xxx,True,False
84,University,university,VERB,VERB,xcomp,Xxxxx,True,False
85,of,of,X,X,case,xx,True,False
86,Pennsylvania,pennsylvania,NOUN,NOUN,obl:arg,Xxxxx,True,False
87,(,(,PUNCT,PUNCT,punct,(,False,False
88,Philadelphia,philadelphia,NOUN,NOUN,obl:mod,Xxxxx,True,False
89,1984,1984,NUM,NUM,nmod,dddd,False,False
90,ff,ff,NOUN,NOUN,nmod,xx,True,False
91,.,.,PUNCT,PUNCT,punct,.,False,False
92,),),PUNCT,PUNCT,ROOT,),False,False
93,  ,  ,SPACE,SPACE,dep,  ,False,False
94,A,a,NOUN,NOUN,nmod,X,True,True
95,/,/,SYM,SYM,case,/,False,False
96,III,iii,NOUN,NOUN,conj,XXX,True,False
97,70–76,70–76,NUM,NUM,dep,dd–dd,False,False
98,",",",",PUNCT,PUNCT,punct,",",False,False
99,ak,ak,ADP,ADP,case,xx,True,False
100,1–7,1–7,NUM,NUM,obl:mod,d–d,False,False
101,(,(,PUNCT,PUNCT,punct,(,False,False
102,4,4,NUM,NUM,nummod,d,False,False
103,),),PUNCT,PUNCT,punct,),False,False
104,et,et,CCONJ,CCONJ,cc,xx,True,True
105,une,un,DET,DET,det,xxx,True,True
106,liste,liste,NOUN,NOUN,conj,xxxx,True,False
107,des,de,ADP,ADP,case,xxx,True,True
108,«,«,NOUN,NOUN,nmod,«,False,False
109,composés,composer,VERB,VERB,acl,xxxx,True,False
110,»,»,PUNCT,PUNCT,punct,»,False,False
111,«,«,PUNCT,PUNCT,punct,«,False,False
112,composés,composé,PRON,PRON,acl,xxxx,True,False
113,»,»,PUNCT,PUNCT,punct,»,False,False
114,de,de,ADP,ADP,case,xx,True,True
115,ak,ak,NOUN,NOUN,dep,xx,True,False
116,et,et,CCONJ,CCONJ,cc,xx,True,True
117,des,un,DET,DET,det,xxx,True,True
118,expressions,expression,NOUN,NOUN,conj,xxxx,True,False
119,idiomatiques,idiomatique,ADJ,ADJ,amod,xxxx,True,False
120,formées,former,VERB,VERB,acl,xxxx,True,False
121,avec,avec,ADP,ADP,case,xxxx,True,True
122,ak,ak,NOUN,NOUN,obl:mod,xx,True,False
123,(,(,PUNCT,PUNCT,punct,(,False,False
124,5,5,NUM,NUM,appos,d,False,False
125,),),PUNCT,PUNCT,punct,),False,False
126,.,.,PUNCT,PUNCT,punct,.,False,False
127,Des,un,DET,DET,det,Xxx,True,True
128,remarques,remarque,NOUN,NOUN,ROOT,xxxx,True,False
129,de,de,ADP,ADP,case,xx,True,True
130,détail,détail,NOUN,NOUN,nmod,xxxx,True,False
131,touchant,toucher,VERB,VERB,acl,xxxx,True,True
132,les,le,DET,DET,det,xxx,True,True
133,autres,autre,ADJ,ADJ,amod,xxxx,True,True
134,lexèmes,lexème,NOUN,NOUN,obj,xxxx,True,False
135,inclus,inclus,ADV,ADV,nmod,xxxx,True,False
136,dans,dans,ADP,ADP,case,xxxx,True,True
137,le,le,DET,DET,det,xx,True,True
138,The,The,PROPN,PROPN,obl:arg,Xxx,True,False
139,Sumerian,Sumerian,PROPN,PROPN,flat:foreign,Xxxxx,True,False
140,Dictionary,Dictionary,PROPN,PROPN,flat:foreign,Xxxxx,True,False
141,of,of,X,X,dep,xx,True,False
142,the,the,X,X,dep,xxx,True,False
143,University,University,X,X,flat:foreign,Xxxxx,True,False
144,Museum,Museum,PROPN,PROPN,nmod,Xxxxx,True,False
145,of,of,X,X,dep,xx,True,False
146,the,the,X,X,nmod,xxx,True,False
147,University,university,VERB,VERB,acl,Xxxxx,True,False
148,of,of,X,X,case,xx,True,False
149,Pennsylvania,pennsylvania,NOUN,NOUN,obl:arg,Xxxxx,True,False
150,(,(,PUNCT,PUNCT,punct,(,False,False
151,Philadelphia,philadelphia,NOUN,NOUN,appos,Xxxxx,True,False
152,1984,1984,NUM,NUM,nmod,dddd,False,False
153,ff,ff,NOUN,NOUN,nmod,xx,True,False
154,.,.,PUNCT,PUNCT,punct,.,False,False
155,),),PUNCT,PUNCT,ROOT,),False,False
156,  ,  ,SPACE,SPACE,dep,  ,False,False
157,A,a,NOUN,NOUN,nmod,X,True,True
158,/,/,SYM,SYM,case,/,False,False
159,III,iii,NOUN,NOUN,conj,XXX,True,False
160,(,(,PUNCT,PUNCT,punct,(,False,False
161,pp.,pp.,NOUN,NOUN,dep,xx.,False,False
162,1–69,1–69,NOUN,NOUN,nmod,d–dd,False,False
163,et,et,CCONJ,CCONJ,cc,xx,True,True
164,131–217,131–217,NOUN,NOUN,conj,ddd–ddd,False,False
165,),),PUNCT,PUNCT,punct,),False,False
166,closent,clore,ADV,ADV,advmod,xxxx,True,False
167,l’,l’,ADJ,ADJ,amod,x’,False,True
168,article,article,NOUN,NOUN,ROOT,xxxx,True,False
169,l’,l’,ADJ,ADJ,amod,x’,False,True
170,article,article,NOUN,NOUN,amod,xxxx,True,False
171,(,(,PUNCT,PUNCT,punct,(,False,False
172,6,6,NUM,NUM,nummod,d,False,False
173,),),PUNCT,PUNCT,punct,),False,False
174,.,.,PUNCT,PUNCT,punct,.,False,False
175,1,1,NUM,NUM,ROOT,d,False,False
176,.,.,PUNCT,PUNCT,punct,.,False,False
177,Introduction,introduction,NOUN,NOUN,ROOT,Xxxxx,True,False
178,Il,il,PRON,PRON,nsubj:pass,Xx,True,True
179,est,être,AUX,AUX,aux:pass,xxx,True,True
180,bien,bien,ADV,ADV,advmod,xxxx,True,False
181,connu,connaître,VERB,VERB,ROOT,xxxx,True,False
182,qu’,qu’,PRON,PRON,obj,xx’,False,True
183,à,à,ADP,ADP,case,x,True,True
184,côté,côté,NOUN,NOUN,obl:mod,xxxx,True,False
185,de,de,ADP,ADP,case,xx,True,True
186,du11-g,du11-g,NOUN,NOUN,nmod,xxdd-x,False,False
187,/,sur,ADP,ADP,case,/,False,False
188,e,e,NOUN,NOUN,nmod,x,True,False
189,/,/,SYM,SYM,nmod,/,False,False
190,di,di,PROPN,PROPN,nmod,xx,True,False
191,-,-,NOUN,NOUN,dep,-,False,False
192,d,d,ADP,ADP,case,x,True,False
193,«,«,PRON,PRON,nmod,«,False,False
194,dire,dire,VERB,VERB,xcomp,xxxx,True,True
195,»,»,PUNCT,PUNCT,punct,»,False,False
196,",",",",PUNCT,PUNCT,punct,",",False,False
197,ak,ak,VERB,VERB,det,xx,True,False
198,«,«,PRON,PRON,fixed,«,False,False
199,faire,faire,VERB,VERB,fixed,xxxx,True,False
200,»,»,PUNCT,PUNCT,punct,»,False,False
201,est,être,AUX,AUX,cop,xxx,True,True
202,le,le,DET,DET,det,xx,True,True
203,verbe,verbe,NOUN,NOUN,parataxis,xxxx,True,False
204,le,le,DET,DET,det,xx,True,True
205,plus,plus,ADV,ADV,advmod,xxxx,True,True
206,productif,productif,ADJ,ADJ,amod,xxxx,True,False
207,de,de,ADP,ADP,case,xx,True,True
208,la,le,DET,DET,det,xx,True,True
209,langue,langue,NOUN,NOUN,nmod,xxxx,True,False
210,sumérienne,sumérien,ADJ,ADJ,amod,xxxx,True,False
211,",",",",PUNCT,PUNCT,fixed,",",False,False
212,et,et,CCONJ,CCONJ,cc,xx,True,True
213,il,il,PRON,PRON,nummod,xx,True,True
214,n’,n’,VERB,VERB,conj,x’,False,True
215,est,être,AUX,AUX,punct,xxx,True,True
216,en,en,ADP,ADP,case,xx,True,True
217,conséquence,conséquence,NOUN,NOUN,xcomp,xxxx,True,False
218,conséquence,conséquence,NOUN,NOUN,amod,xxxx,True,False
219,pas,pas,ADV,ADV,advmod,xxx,True,True
220,étonnant,étonnant,ADJ,ADJ,amod,xxxx,True,False
221,qu’,qu’,SCONJ,SCONJ,punct,xx’,False,True
222,un,un,DET,DET,det,xx,True,True
223,quart,quart,NOUN,NOUN,nmod,xxxx,True,False
224,du,de,ADP,ADP,case,xx,True,True
225,The,The,X,X,nmod,Xxx,True,False
226,Sumerian,Sumerian,PROPN,PROPN,flat:foreign,Xxxxx,True,False
227,Dictionary,Dictionary,PROPN,PROPN,flat:foreign,Xxxxx,True,False
228,of,of,X,X,dep,xx,True,False
229,the,the,X,X,dep,xxx,True,False
230,University,University,X,X,appos,Xxxxx,True,False
231,Museum,Museum,PROPN,PROPN,flat:name,Xxxxx,True,False
232,of,of,X,X,case,xx,True,False
233,the,the,X,X,acl,xxx,True,False
234,University,university,VERB,VERB,acl,Xxxxx,True,False
235,of,of,X,X,case,xx,True,False
236,Pennsylvania,pennsylvania,NOUN,NOUN,obl:arg,Xxxxx,True,False
237,(,(,PUNCT,PUNCT,punct,(,False,False
238,Philadelphia,philadelphia,NOUN,NOUN,appos,Xxxxx,True,False
239,1984,1984,NUM,NUM,nmod,dddd,False,False
240,ff,ff,NOUN,NOUN,nmod,xx,True,False
241,.,.,PUNCT,PUNCT,punct,.,False,False
242,),),PUNCT,PUNCT,nsubj:pass,),False,False
243,  ,  ,SPACE,SPACE,dep,  ,False,False
244,A,a,NOUN,NOUN,nmod,X,True,True
245,/,/,SYM,SYM,case,/,False,False
246,III,iii,NOUN,NOUN,conj,XXX,True,False
247,(,(,PUNCT,PUNCT,punct,(,False,False
248,1998,1998,NUM,NUM,nummod,dddd,False,False
249,),),PUNCT,PUNCT,punct,),False,False
250,lui,luire,PRON,PRON,nsubj:pass,xxx,True,True
251,soit,être,AUX,AUX,aux:pass,xxxx,True,True
252,consacré,consacrer,VERB,VERB,ROOT,xxxx,True,False
253,(,(,PUNCT,PUNCT,punct,(,False,False
254,pp.,pp.,NOUN,NOUN,obl:mod,xx.,False,False
255,70–131,70–131,NOUN,NOUN,nmod,dd–ddd,False,False
256,),),PUNCT,PUNCT,punct,),False,False
257,.,.,PUNCT,PUNCT,punct,.,False,False
258,Il,il,PRON,PRON,nsubj,Xx,True,True
259,va,aller,VERB,VERB,ROOT,xx,True,True
260,sans,sans,ADP,ADP,mark,xxxx,True,True
261,dire,dire,VERB,VERB,xcomp,xxxx,True,True
262,que,que,SCONJ,SCONJ,mark,xxx,True,True
263,ces,ce,DET,DET,det,xxx,True,True
264,pages,page,NOUN,NOUN,nsubj,xxxx,True,False
265,rendront,rendre,VERB,VERB,advcl,xxxx,True,False
266,d’,d’,ADV,ADV,advmod,x’,False,True
267,inestimables,inestimable,ADJ,ADJ,amod,xxxx,True,False
268,services,service,NOUN,NOUN,nsubj:pass,xxxx,True,False
269,services,service,ADJ,ADJ,amod,xxxx,True,False
270,tant,tant,ADV,ADV,advmod,xxxx,True,True
271,pour,pour,ADP,ADP,case,xxxx,True,True
272,le,le,DET,DET,det,xx,True,True
273,travail,travail,NOUN,NOUN,nmod,xxxx,True,False
274,quotidien,quotidien,ADJ,ADJ,amod,xxxx,True,False
275,que,que,SCONJ,SCONJ,mark,xxx,True,True
276,comme,comme,ADP,ADP,case,xxxx,True,True
277,base,base,NOUN,NOUN,acl:relcl,xxxx,True,False
278,d’,d’,ADV,ADV,dep,x’,False,True
279,une,un,DET,DET,det,xxx,True,True
280,recherche,recherche,NOUN,NOUN,obj,xxxx,True,False
281,systématique,systématique,ADJ,ADJ,amod,xxxx,True,False
282,systématique,systématique,ADJ,ADJ,amod,xxxx,True,False
283,sur,sur,ADP,ADP,case,xxx,True,True
284,ak,ak,NOUN,NOUN,nmod,xx,True,False
285,",",",",PUNCT,PUNCT,punct,",",False,False
286,elles,lui,PRON,PRON,nsubj:pass,xxxx,True,True
287,sont,être,AUX,AUX,aux:pass,xxxx,True,True
288,toutefois,toutefois,ADV,ADV,advmod,xxxx,True,False
289,entachées,entacher,VERB,VERB,advcl,xxxx,True,False
290,de,de,ADP,ADP,case,xx,True,True
291,deux,deux,NUM,NUM,nummod,xxxx,True,True
292,défauts,défaut,NOUN,NOUN,obl:arg,xxxx,True,False
293,qui,qui,PRON,PRON,nsubj,xxx,True,True
294,en,en,PRON,PRON,dep,xx,True,True
295,rendent,rendre,VERB,VERB,acl:relcl,xxxx,True,False
296,l’,l’,ADJ,ADJ,obj,x’,False,True
297,utilisation,utilisation,NOUN,NOUN,obj,xxxx,True,False
298,malaisée,malaiser,VERB,VERB,amod,xxxx,True,False
299,:,:,PUNCT,PUNCT,punct,:,False,False
300,–,–,NOUN,NOUN,obl:mod,–,False,False
301,La,le,DET,DET,det,Xx,True,True
302,liste,liste,NOUN,NOUN,nmod,xxxx,True,False
303,des,de,ADP,ADP,case,xxx,True,True
304,«,«,NUM,NUM,nmod,«,False,False
305,idiomatic,idiomatic,NOUN,NOUN,appos,xxxx,True,False
306,phrases,phrase,ADJ,ADJ,amod,xxxx,True,False
307,»,»,PUNCT,PUNCT,nmod,»,False,False
308,(,(,PUNCT,PUNCT,punct,(,False,False
309,pp.,pp.,NOUN,NOUN,nsubj,xx.,False,False
310,76–109,76–109,PRON,PRON,dep,dd–ddd,False,False
311,sub,sub,ADJ,ADJ,dep,xxx,True,False
312,voce,voc,ADJ,ADJ,amod,xxxx,True,False
313,  ,  ,SPACE,SPACE,dep,  ,False,False
314,ak,ak,NOUN,NOUN,punct,xx,True,False
315,8),8),PROPN,PROPN,nmod,d),False,False
316,est,être,AUX,AUX,cop,xxx,True,True
317,très,très,ADV,ADV,advmod,xxxx,True,True
318,incomplète,incomplet,ADJ,ADJ,conj,xxxx,True,False
319,",",",",PUNCT,PUNCT,punct,",",False,False
320,et,et,CCONJ,CCONJ,cc,xx,True,True
321,ceci,ceci,PRON,PRON,conj,xxxx,True,True
322,pour,pour,ADP,ADP,case,xxxx,True,True
323,une,un,DET,DET,det,xxx,True,True
324,double,double,ADJ,ADJ,amod,xxxx,True,False
325,raison,raison,NOUN,NOUN,obl:mod,xxxx,True,False
326,:,:,PUNCT,PUNCT,punct,:,False,False
327,D’,d’,ADV,ADV,case,X’,False,True
328,une,un,DET,DET,det,xxx,True,True
329,part,part,NOUN,NOUN,obl:mod,xxxx,True,False
330,",",",",PUNCT,PUNCT,punct,",",False,False
331,quelque,quelque,ADV,ADV,vocative,xxxx,True,True
332,80,80,NUM,NUM,nummod,dd,False,False
333,ex1,ex1,ADJ,ADJ,acl,xxd,False,False
334,ex1,ex1,VERB,VERB,acl,xxd,False,False
335,«,«,PROPN,PROPN,punct,«,False,False
336,Review,Review,PROPN,PROPN,nsubj,Xxxxx,True,False
337,article,article,VERB,VERB,ROOT,xxxx,True,False
338,»,»,PUNCT,PUNCT,punct,»,False,False
339,de,de,ADP,ADP,case,xx,True,True
340,The,The,X,X,obl:arg,Xxx,True,False
341,Sumerian,Sumerian,PROPN,PROPN,flat:foreign,Xxxxx,True,False
342,Dictionary,Dictionary,PROPN,PROPN,flat:foreign,Xxxxx,True,False
343,of,of,X,X,dep,xx,True,False
344,the,the,X,X,dep,xxx,True,False
345,University,university,VERB,VERB,flat:foreign,Xxxxx,True,False
346,of,of,X,X,case,xx,True,False
347,Pennsylvania,Pennsylvania,PROPN,PROPN,obl:arg,Xxxxx,True,False
348,Museum,Museum,PROPN,PROPN,nmod,Xxxxx,True,False
349,.,.,PUNCT,PUNCT,punct,.,False,False
350,Vol.,volume,NOUN,NOUN,ROOT,Xxx.,False,False
351,1,1,NUM,NUM,nummod,d,False,False
352,:,:,PUNCT,PUNCT,punct,:,False,False
353,tablets,tablet,NOUN,NOUN,nmod,xxxx,True,False
354,in,in,X,X,amod,xx,True,False
355,the,the,X,X,dep,xxx,True,False
356,collections,collecter,VERB,VERB,acl,xxxx,True,False
357,of,of,X,X,case,xx,True,False
358,the,the,X,X,obl:arg,xxx,True,False
359,Oriental,Oriental,PROPN,PROPN,obj,Xxxxx,True,False
360,Institute,Institute,PROPN,PROPN,flat:name,Xxxxx,True,False
361,",",",",PUNCT,PUNCT,punct,",",False,False
362,Univ,Univ,PROPN,PROPN,obl:mod,Xxxx,True,False
363,.,.,PUNCT,PUNCT,punct,.,False,False
364,of,of,ADP,ADP,case,xx,True,False
365,Chicago,Chicago,PROPN,PROPN,ROOT,Xxxxx,True,False
366,  ,  ,SPACE,SPACE,dep,  ,False,False
367,Part,part,NOUN,NOUN,nmod,Xxxx,True,False
368,III,iii,NOUN,NOUN,flat:name,XXX,True,False
369,.,.,PUNCT,PUNCT,punct,.,False,False
370,Ed,Ed,PROPN,PROPN,ROOT,Xx,True,False
371,.,.,PUNCT,PUNCT,punct,.,False,False
372,by,by,NOUN,NOUN,ROOT,xx,True,False
373,Åke,Åke,PROPN,PROPN,ROOT,Xxx,True,False
374,field,field,PROPN,PROPN,nsubj,xxxx,True,False
375,numbers,number,ADJ,ADJ,flat:name,xxxx,True,False
376,of,of,X,X,nummod,xx,True,False
377,tablets,tablet,NOUN,NOUN,nmod,xxxx,True,False
378,excavated,excavated,PRON,PRON,cop,xxxx,True,False
379,at,at,X,X,dep,xx,True,False
380,Warka,Warka,PROPN,PROPN,ROOT,Xxxxx,True,False
381,  ,  ,SPACE,SPACE,dep,  ,False,False
382,Sjöberg,Sjöberg,PROPN,PROPN,flat:name,Xxxxx,True,False
383,with,with,NOUN,NOUN,punct,xxxx,True,False
384,the,the,X,X,expl:comp,xxx,True,False
385,collaboration,collaboration,NOUN,NOUN,ROOT,xxxx,True,False
386,of,of,ADP,ADP,case,xx,True,False
387,Hermann,Hermann,PROPN,PROPN,obl:arg,Xxxxx,True,False
388,Behrens,Behrens,PROPN,PROPN,flat:name,Xxxxx,True,False
389,",",",",PUNCT,PUNCT,punct,",",False,False
390,Antoine,Antoine,PROPN,PROPN,conj,Xxxxx,True,False
391,Cavigneaux,Cavigneaux,PROPN,PROPN,flat:name,Xxxxx,True,False
392,",",",",PUNCT,PUNCT,punct,",",False,False
393,Barry,Barry,PROPN,PROPN,nsubj,Xxxxx,True,False
394,L.,L.,PROPN,PROPN,appos,X.,False,False
395,Eichler,Eichler,PROPN,PROPN,flat:name,Xxxxx,True,False
396,",",",",PUNCT,PUNCT,punct,",",False,False
397,Margaret,margaret,NOUN,NOUN,appos,Xxxxx,True,False
398,field,field,ADJ,ADJ,amod,xxxx,True,False
399,numbers,number,ADJ,ADJ,amod,xxxx,True,False
400,of,of,X,X,nummod,xx,True,False
401,tablets,tablet,NOUN,NOUN,nmod,xxxx,True,False
402,excavated,excavated,PRON,PRON,aux:pass,xxxx,True,False
403,at,at,X,X,dep,xx,True,False
404,Warka,Warka,PROPN,PROPN,ROOT,Xxxxx,True,False
405,  ,  ,SPACE,SPACE,dep,  ,False,False
406,Green,Green,PROPN,PROPN,flat:name,Xxxxx,True,False
407,",",",",PUNCT,PUNCT,punct,",",False,False
408,Philip,Philip,PROPN,PROPN,conj,Xxxxx,True,False
409,Jones,Jones,PROPN,PROPN,flat:name,Xxxxx,True,False
410,",",",",PUNCT,PUNCT,punct,",",False,False
411,Erle,Erle,PROPN,PROPN,appos,Xxxx,True,False
412,Leichty,Leichty,PROPN,PROPN,flat:name,Xxxxx,True,False
413,",",",",PUNCT,PUNCT,punct,",",False,False
414,Darlene,Darlene,PROPN,PROPN,nmod,Xxxxx,True,False
415,Loding,Loding,PROPN,PROPN,flat:name,Xxxxx,True,False
416,",",",",PUNCT,PUNCT,punct,",",False,False
417,Steve,Steve,PROPN,PROPN,nmod,Xxxxx,True,False
418,Tinney,Tinney,PROPN,PROPN,flat:name,Xxxxx,True,False
419,",",",",PUNCT,PUNCT,punct,",",False,False
420,Niek,Niek,PROPN,PROPN,appos,Xxxx,True,False
421,Veldhuis,Veldhuis,PROPN,PROPN,flat:name,Xxxxx,True,False
422,",",",",PUNCT,PUNCT,punct,",",False,False
423,Wu,Wu,PROPN,PROPN,nmod,Xx,True,False
424,Yuhong,Yuhong,PROPN,PROPN,nmod,Xxxxx,True,False
425,.,.,PUNCT,PUNCT,punct,.,False,False
426,Philadelphia,Philadelphia,PROPN,PROPN,ROOT,Xxxxx,True,False
427,:,:,PUNCT,PUNCT,punct,:,False,False
428,Babylonian,Babylonian,PROPN,PROPN,nmod,Xxxxx,True,False
429,Babylonian,Babylonian,PROPN,PROPN,flat:name,Xxxxx,True,False
430,Section,section,NOUN,NOUN,ROOT,Xxxxx,True,False
431,of,of,X,X,case,xx,True,False
432,the,the,X,X,nmod,xxx,True,False
433,University,University,X,X,nmod,Xxxxx,True,False
434,Museum,Museum,PROPN,PROPN,flat:name,Xxxxx,True,False
435,",",",",PUNCT,PUNCT,punct,",",False,False
436,1998,1998,NUM,NUM,nummod,dddd,False,False
437,.,.,PUNCT,PUNCT,punct,.,False,False
438,ISBN,isbn,NOUN,NOUN,ROOT,XXXX,True,False
439,:,:,PUNCT,PUNCT,punct,:,False,False
440,0,0,NUM,NUM,nmod,d,False,False
441,-,-,NOUN,NOUN,nmod,-,False,False
442,924171,924171,NOUN,NOUN,nmod,dddd,False,False
443,-,-,NOUN,NOUN,nmod,-,False,False
444,58,58,NOUN,NOUN,nmod,dd,False,False
445,-,-,NUM,NUM,nmod,-,False,False
446,8,8,NUM,NUM,nmod,d,False,False
447,.,.,PUNCT,PUNCT,punct,.,False,False
448,xlv,xlv,NOUN,NOUN,ROOT,xxx,True,False
449,+,plus,ADP,ADP,case,+,False,False
450,217,217,NUM,NUM,nmod,ddd,False,False
451,.,.,PUNCT,PUNCT,punct,.,False,False
452,Je,je,PRON,PRON,nsubj,Xx,True,True
453,me,me,PRON,PRON,expl:comp,xx,True,True
454,dois,devoir,VERB,VERB,ROOT,xxxx,True,False
455,de,de,ADP,ADP,mark,xx,True,True
456,remercier,remercier,VERB,VERB,xcomp,xxxx,True,False
457,en,en,ADP,ADP,case,xx,True,True
458,premier,premier,ADJ,ADJ,amod,xxxx,True,True
459,lieu,lieu,NOUN,NOUN,obl:arg,xxxx,True,False
460,field,field,ADJ,ADJ,punct,xxxx,True,False
461,numbers,number,ADJ,ADJ,amod,xxxx,True,False
462,of,of,X,X,nummod,xx,True,False
463,tablets,tablet,NOUN,NOUN,obl:arg,xxxx,True,False
464,excavated,excavated,PRON,PRON,punct,xxxx,True,False
465,at,at,X,X,dep,xx,True,False
466,Warka,Warka,PROPN,PROPN,dep,Xxxxx,True,False
467,  ,  ,SPACE,SPACE,dep,  ,False,False
468,Sallaberger,Sallaberger,PROPN,PROPN,flat:name,Xxxxx,True,False
469,",",",",PUNCT,PUNCT,punct,",",False,False
470,qui,qui,PRON,PRON,dep,xxx,True,True
471,a,avoir,AUX,AUX,fixed,x,True,True
472,lu,lire,PROPN,PROPN,fixed,xx,True,False
473,une,un,DET,DET,det,xxx,True,True
474,version,version,NOUN,NOUN,obj,xxxx,True,False
475,antérieure,antérieur,ADJ,ADJ,amod,xxxx,True,True
476,de,de,ADP,ADP,case,xx,True,True
477,cet,ce,DET,DET,det,xxx,True,True
478,article,article,NOUN,NOUN,obl:arg,xxxx,True,False
479,et,et,CCONJ,CCONJ,cc,xx,True,True
480,dont,dont,PRON,PRON,nmod,xxxx,True,True
481,les,le,DET,DET,det,xxx,True,True
482,avis,avis,NOUN,NOUN,nsubj:pass,xxxx,True,False
483,autorisés,autoriser,VERB,VERB,conj,xxxx,True,False
484,m’,m’,ADJ,ADJ,amod,x’,False,True
485,ont,avoir,AUX,AUX,aux:tense,xxx,True,True
